Date,United States,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2023-06-01,396166.0,6668.0,1084.0,8652.0,3810.0,29314.0,10436.0,3750.0,1216.0,37172.0,14512.0,1372.0,3402.0,14156.0,8384.0,4016.0,3724.0,4582.0,4542.0,2018.0,7150.0,7282.0,13146.0,8988.0,2754.0,8240.0,1884.0,2440.0,3846.0,1916.0,9334.0,2264.0,15818.0,13942.0,972.0,13066.0,4952.0,6014.0,13030.0,1000.0,8418.0,1180.0,10484.0,40104.0,4434.0,776.0,10062.0,8838.0,1616.0,6646.0,934.0
2023-07-01,374096.0,6672.0,1128.0,8284.0,3860.0,27340.0,9148.0,3252.0,1268.0,37508.0,14472.0,1264.0,3180.0,13716.0,8216.0,4060.0,3424.0,4600.0,4532.0,2140.0,6728.0,5540.0,12896.0,8196.0,2696.0,8248.0,1764.0,2292.0,3872.0,1684.0,8736.0,2216.0,13804.0,13548.0,892.0,12440.0,5288.0,5260.0,12572.0,904.0,8400.0,1112.0,10148.0,38824.0,4196.0,688.0,9768.0,7764.0,1624.0,6184.0,872.0
2023-08-01,387226.0,6638.0,1008.0,12084.0,3966.0,26904.0,9014.0,3284.0,1226.0,39096.0,13920.0,1242.0,3060.0,13250.0,8150.0,3870.0,3218.0,4380.0,4334.0,2190.0,6646.0,5766.0,12724.0,8088.0,2780.0,7964.0,1550.0,2180.0,3954.0,1660.0,8542.0,2178.0,14036.0,13502.0,868.0,11804.0,5112.0,5308.0,12520.0,1008.0,8456.0,958.0,9642.0,34344.0,4348.0,788.0,9050.0,7586.0,1656.0,6342.0,890.0
2023-09-01,358076.0,6232.0,560.0,9068.0,3560.0,27892.0,7928.0,3112.0,1344.0,39304.0,13796.0,1252.0,2596.0,12240.0,7912.0,3644.0,3148.0,4260.0,4248.0,1944.0,6492.0,6552.0,11004.0,7040.0,2584.0,7668.0,1304.0,2216.0,3668.0,1700.0,8100.0,1916.0,14452.0,12876.0,788.0,12232.0,4560.0,4692.0,12248.0,832.0,7652.0,972.0,10000.0,33588.0,4196.0,816.0,9428.0,7044.0,1568.0,5904.0,832.0
2023-10-01,348682.0,6180.0,602.0,9554.0,3600.0,26124.0,7106.0,3124.0,1184.0,40772.0,13358.0,1296.0,2424.0,11290.0,7486.0,3448.0,3132.0,4190.0,4048.0,1664.0,6470.0,6012.0,11036.0,6352.0,2510.0,7424.0,1098.0,2118.0,3376.0,1532.0,7954.0,1992.0,13588.0,12920.0,764.0,11786.0,4656.0,3974.0,12050.0,936.0,7842.0,826.0,9220.0,32682.0,3546.0,652.0,8648.0,6798.0,1626.0,5356.0,664.0
2023-11-01,317122.0,5328.0,410.0,8608.0,3230.0,23016.0,5726.0,2726.0,1128.0,39672.0,12256.0,1256.0,2052.0,10174.0,6590.0,3210.0,2834.0,3790.0,3560.0,1438.0,5852.0,4754.0,9550.0,4678.0,2388.0,6680.0,904.0,1812.0,3066.0,1174.0,6844.0,1700.0,11482.0,11888.0,522.0,10406.0,4226.0,3472.0,10584.0,780.0,7352.0,736.0,8610.0,29574.0,2938.0,480.0,7654.0,5328.0,1382.0,4260.0,532.0
2023-12-01,235584.0,4368.0,320.0,6228.0,2764.0,16576.0,3924.0,1732.0,820.0,33820.0,9072.0,1276.0,1736.0,6224.0,4764.0,2140.0,2136.0,2996.0,3352.0,788.0,4344.0,2864.0,6540.0,3316.0,1824.0,4788.0,692.0,1304.0,2324.0,936.0,4916.0,1336.0,7592.0,9136.0,424.0,7500.0,3640.0,2512.0,7392.0,508.0,5860.0,464.0,6520.0,23880.0,2444.0,352.0,5520.0,3784.0,956.0,2856.0,388.0
2024-01-01,295178.0,5286.0,476.0,9298.0,2836.0,24240.0,6396.0,2128.0,874.0,45834.0,12492.0,1370.0,1736.0,7720.0,4966.0,2328.0,2068.0,2992.0,3538.0,950.0,4634.0,3820.0,7220.0,4164.0,2030.0,4974.0,834.0,1342.0,3312.0,898.0,6088.0,1600.0,9844.0,11576.0,480.0,7818.0,3608.0,3364.0,8010.0,608.0,7680.0,602.0,7362.0,29940.0,3314.0,412.0,6904.0,5422.0,1090.0,3138.0,500.0
2024-02-01,339370.0,6478.0,516.0,10384.0,3610.0,24852.0,7644.0,2354.0,1084.0,49294.0,13982.0,1394.0,2360.0,10782.0,6056.0,3098.0,2712.0,3704.0,4060.0,1080.0,5704.0,4270.0,8448.0,5614.0,2548.0,6940.0,1008.0,1740.0,3524.0,1018.0,7262.0,1750.0,11080.0,13080.0,642.0,9350.0,4438.0,3834.0,9886.0,716.0,8606.0,692.0,9482.0,35374.0,3684.0,540.0,8456.0,6718.0,1348.0,3992.0,544.0
2024-03-01,395536.0,7016.0,684.0,10552.0,4136.0,29588.0,8920.0,3040.0,1212.0,48164.0,15212.0,1460.0,3076.0,12700.0,6732.0,3984.0,3652.0,4472.0,4624.0,1264.0,6824.0,5976.0,10092.0,6880.0,2948.0,7920.0,1320.0,2304.0,4032.0,1316.0,8356.0,2120.0,13808.0,15168.0,632.0,11156.0,5184.0,4912.0,11824.0,792.0,9444.0,908.0,10464.0,40712.0,4140.0,564.0,9620.0,8252.0,1684.0,5336.0,656.0
2024-04-01,432028.0,7592.0,878.0,10512.0,4406.0,34500.0,10582.0,3784.0,1330.0,48348.0,17038.0,1530.0,3558.0,13946.0,8388.0,4112.0,3942.0,4674.0,5134.0,1636.0,7628.0,6964.0,12044.0,8142.0,3136.0,9232.0,1758.0,2696.0,4420.0,1598.0,9392.0,2308.0,15624.0,15994.0,1126.0,12384.0,5958.0,6062.0,13274.0,1056.0,9740.0,1138.0,12152.0,45006.0,4764.0,620.0,11466.0,10566.0,1748.0,6086.0,846.0
2024-05-01,432140.0,7140.0,918.0,9930.0,4248.0,33574.0,11520.0,3926.0,1464.0,44848.0,15870.0,1576.0,3698.0,13684.0,8298.0,4100.0,3690.0,4924.0,4698.0,2194.0,7834.0,7682.0,12850.0,8626.0,2880.0,8800.0,1880.0,2444.0,4332.0,1940.0,9494.0,2376.0,15826.0,15566.0,928.0,13150.0,5618.0,6142.0,13856.0,1104.0,9518.0,1098.0,11046.0,42136.0,5034.0,912.0,11470.0,11198.0,1714.0,6432.0,854.0
2024-06-01,430076.0,7328.0,1140.0,9288.0,4356.0,32560.0,11180.0,3968.0,1304.0,42096.0,16660.0,1532.0,3620.0,14628.0,8656.0,4216.0,3752.0,4872.0,4780.0,2484.0,7524.0,7724.0,13132.0,8348.0,2892.0,8824.0,1996.0,2540.0,4420.0,1988.0,9256.0,2376.0,15816.0,16108.0,908.0,13680.0,5716.0,5936.0,13888.0,1164.0,9356.0,1160.0,11792.0,42392.0,5112.0,1036.0,10944.0,11008.0,1780.0,6504.0,960.0
2024-07-01,405404.0,7064.0,1070.0,8602.0,4512.0,31338.0,10120.0,3576.0,1268.0,40176.0,15468.0,1646.0,3404.0,13738.0,8680.0,3820.0,3720.0,5134.0,4510.0,2244.0,6984.0,6158.0,13596.0,8306.0,2666.0,8772.0,1752.0,2352.0,4250.0,1916.0,9418.0,2506.0,14362.0,14358.0,890.0,14116.0,5966.0,5870.0,13404.0,1110.0,8928.0,1100.0,10710.0,37580.0,4576.0,966.0,10482.0,10058.0,1676.0,6582.0,940.0
2024-08-01,383552.0,7016.0,916.0,8992.0,4356.0,30632.0,9296.0,3132.0,1300.0,40172.0,15040.0,1464.0,3128.0,12916.0,8516.0,3824.0,3308.0,4740.0,4516.0,2188.0,6796.0,5776.0,13236.0,7536.0,2604.0,8180.0,1576.0,2172.0,4388.0,1756.0,8232.0,2268.0,13604.0,13944.0,860.0,13388.0,5392.0,5080.0,12132.0,1028.0,8756.0,1044.0,10696.0,35616.0,4532.0,944.0,9532.0,8768.0,1660.0,6544.0,868.0
2024-09-01,399750.0,6708.0,742.0,10164.0,3850.0,31988.0,9398.0,3644.0,1394.0,40604.0,14950.0,1444.0,2944.0,13106.0,8114.0,4034.0,3414.0,4850.0,3978.0,2116.0,7538.0,8120.0,12042.0,7532.0,2648.0,8570.0,1398.0,2162.0,4254.0,1840.0,9048.0,2316.0,16298.0,14000.0,890.0,12604.0,5244.0,4860.0,13028.0,1070.0,8562.0,1032.0,15472.0,34858.0,4374.0,968.0,10618.0,9542.0,1680.0,6026.0,758.0
2024-10-01,365690.0,6442.0,624.0,9992.0,3630.0,28958.0,7886.0,3326.0,1340.0,40252.0,13418.0,1456.0,2432.0,12088.0,7950.0,3966.0,3166.0,4468.0,4110.0,1880.0,7842.0,6482.0,11044.0,6594.0,2444.0,7846.0,1258.0,2100.0,3960.0,1680.0,8258.0,1972.0,15082.0,12646.0,766.0,12156.0,5076.0,4608.0,12468.0,950.0,7130.0,992.0,9998.0,34118.0,4080.0,758.0,9756.0,7448.0,1610.0,5826.0,644.0
