Date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missour,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2004-11-01,2102.42935910521,263.72069755478196,7451.102339412859,1095.3552843559,19849.0601736634,3358.0856733168603,1481.1079095435598,635.458347625892,23.0,20813.7309510033,11443.235347349299,818.638583684704,1631.01834268366,4887.81759368452,3367.1643644963106,1344.1093493547999,835.449951767521,1941.58200601224,2224.9138398317,867.232553765307,2842.92198149989,1997.1800524189498,4736.96431396752,3319.6074547858598,1071.3189454302499,2497.9783274329698,484.15922506125196,1023.57310032554,3215.2649952626,778.204871457129,2762.8607055017796,1181.63351317667,5700.573465153149,7810.6987479299905,211.701272863489,4542.25093051989,1431.3102982164498,2187.9188819851,3477.5493939295,196.770171522896,4000.4735046349397,535.717371123244,3477.2901704115898,14736.3311697013,2307.19584855537,292.368877779814,4920.303901932511,4303.93996507692,411.503971408739,3035.8848310241497,254.11686641100601
2004-12-01,2964.4645995245196,357.136844747167,7408.913669856071,1758.82433897886,19135.150440308702,3976.9740272794106,975.265923497928,692.014880788499,109.0,21125.0067536122,9414.24814806703,636.439857350137,1737.8489845910801,5104.72547770886,3883.9858098296995,1093.7961029871901,1146.13997145353,1931.52126089577,1904.7852182210102,861.375540409435,2378.1901860968105,2173.09082240807,4190.30317519315,3455.54161457632,1193.13009851089,2951.87077829931,545.316636359208,1127.2306348668699,2886.3579564680604,621.921919079111,3260.14849010136,1272.24672347205,4791.39144686848,7739.73090468703,389.489682605829,4064.0077492605,1898.6397570216,2603.83956163094,3506.9670231658697,180.45479250811502,4801.33894814807,512.125762547182,4042.1142767026295,13541.744848331298,1933.3024192146697,271.805676112285,4562.032365506079,5345.5517107867,473.129074404733,3351.3900453182696,297.90177630028097
2005-01-01,2973.96816115823,223.13303845365502,7187.15482043347,1598.82206319792,16491.3348508715,3971.6801850466204,910.56022866649,685.417438874181,137.0,22021.6339202725,7875.0031777882805,490.22782429425905,1616.86965816442,4314.83921848192,3109.2456102669203,1102.73700910879,876.1874287720219,1652.5221290823802,2202.58210980644,668.704383791693,2067.65358301011,2064.7657846054,4293.27172730411,2857.4075866979497,1015.55924316098,2351.9924274346804,478.76031850240304,781.696221864801,2606.39494718593,628.802559919674,2963.13883810664,1251.3113700486301,4453.02470800802,7214.6193555677,94.17841180617201,3812.3722476434295,1670.9794998940301,2558.45924989618,2833.69481198577,165.58716070591998,4059.44427340915,261.95654937322104,3659.2096926253603,17106.946192056203,2561.53410321994,211.457974663279,4293.47239193609,3925.1017220026097,561.725763587363,2997.0630156954,252.862532312358
2005-02-01,2461.58658112605,197.08453109441,7586.415007181791,1575.69565034511,16082.852627063201,3643.29725154076,899.7740475381011,754.295486617361,246.0,20664.2379963493,8651.776379184541,581.959882129534,1861.10512872932,5023.92387173756,2944.34294882211,1341.73658902052,1134.92029453283,1867.87924846742,1752.80505779171,755.438128026913,2954.7944636607103,1680.9910574441299,6738.103888254661,2974.39836121622,937.80239888616,2784.4373716512105,300.58338959966096,984.227502974976,3681.33968081508,565.639204441379,2863.0051717520196,1193.1641716772801,4896.84891391785,7731.007721865991,1575.1147710519901,4318.1675696701,1354.8429222535099,2548.57550715833,3642.65446364646,194.17907924701598,4091.3996729777505,492.691376304139,3581.3361167507,16809.708345275,2283.8649976254396,223.603601788045,4732.3310626905995,4320.34406010281,443.74411528258497,2730.2290196913,254.35637981814997
2005-03-01,2481.9008885844,396.508832045838,7241.1548410252,1356.9836870391198,16217.4852414708,3834.2769918632703,935.3968887302381,688.465613984003,182.0,22887.6922592669,8243.02472090107,945.36700169892,1766.3957465169601,5732.2472329163,3044.20836469612,1641.30068607601,1222.41003924951,1813.5688744816603,1822.90004139462,709.470952661253,3228.4378400170003,2072.7530800748,3729.6350689306396,2839.01864774144,1127.7902768751599,2724.7258483742003,517.372813190423,1084.6194038609199,3238.20283145664,667.161429490598,2986.43930379846,994.186332764232,4484.44398616891,7672.40094644013,419.798783796657,4417.1148828123,1229.8925385572302,2982.0759357715697,3157.66940000443,185.536977426885,4189.16129784032,514.657451908765,3336.61958347932,16296.360355768,2278.3801063565197,202.99178865927,4585.29952559043,4580.407698874171,454.288195714677,3064.31073098027,246.733985622624
2005-04-01,2106.5383133410396,293.572256770591,7552.31200462641,989.9799301439431,16776.0318879675,3735.42562943644,883.211546150609,761.330938920379,226.0,24222.366105231802,8250.581108939621,829.594740760338,1676.1703404679902,5760.4875699913,3257.34737461388,1488.30591822262,1252.84587150364,2224.97663426269,1731.99816640948,679.1137296963469,2582.91177483315,1672.49625046693,4057.5176156009798,3332.9234013069704,1026.1754745193302,2825.26022179089,420.03041276977405,758.51391076912,4003.9351199070293,628.1888623191729,3777.8057898791203,1088.65694394404,5547.25454051763,8503.25967167915,266.034732203663,4617.27893489638,1520.6704844881501,2614.0785531890697,3326.60620605207,185.802893588984,3694.00861904377,491.707421359594,3734.8996981894607,16916.8148480499,2212.42445428317,256.30480895542,4746.2488528842,4196.35646699229,402.931945284627,2999.30663362584,256.914213448145
2005-05-01,3533.15519744536,153.720932577427,7083.407456849341,1088.49539697199,15589.8342815078,3402.8263708922495,991.320867400679,643.210931189145,374.0,21014.485053341003,8641.57427399019,752.742779356848,1637.43223992025,5649.07349526063,3128.76986604778,1330.76873570141,1101.7206755654302,1855.93617312493,1588.7909722154998,725.41243499476,2753.82588470906,2009.1051423046104,3778.16818137995,3103.4580019206605,1068.0057005696801,2428.41346956316,461.31459696333,811.590957858016,3860.69535710981,693.5472372724631,2757.76748964402,1166.9909216741498,4820.87794461178,7747.745251058141,311.445364007808,4384.95373436088,1300.3666170507302,2241.1257028761997,3492.89944404065,196.81349153715198,4024.9998349133,427.609262288097,3519.2998956625,15443.829009486399,2250.9901810602696,360.653982208842,4877.75353396616,3653.4789345049894,440.51926962458,3012.2478482550396,243.235152061006
2005-06-01,2036.43527489702,261.009633290308,7056.98424719005,1098.32127325126,16909.7834480157,3478.72216117294,934.508246796044,842.337996165512,311.0,24183.783935465497,8607.541237727908,688.3431242134579,1662.17098964608,5534.7163588951,3006.80988598253,1398.69344404696,1162.10780015119,1655.44314771879,1744.6651501248498,727.598722843755,2518.59303786189,2055.41188460469,3965.18551045924,3004.8810109712,1107.0781370975599,2552.8041689101997,338.519479588921,889.967021707731,4201.90888282827,611.132002990602,3468.07495529555,1141.37910379967,5394.47669999327,8429.70158522682,242.888991044844,4810.02027480681,1675.4456556344,2540.9975876624303,3929.40292390589,237.78035076889702,4975.71512587886,437.112966505379,4132.7207968077,16257.4359639176,2233.86062943803,249.144926109367,6358.34727398205,4250.8725484269,503.10016385684503,3286.4194754738,251.544252908863
2005-07-01,2527.10470165261,235.01354884534302,7119.94943590807,1474.20955094728,17139.813308776498,4037.62396948133,861.0393971450841,636.896121977798,147.0,22891.0409460775,7763.06421573543,657.8544253569,1690.29233640803,5577.8011843124095,2995.6144717181,1509.54011700912,1264.59531442267,1636.51885350645,1812.6499361506,680.9659608277391,2123.93693570149,2041.5843904601602,3697.26293139451,3013.5000998985497,943.9127236777381,2374.78789105464,433.561893262156,927.256341754212,4212.86474578414,575.813200790128,2965.8546473757,1064.54621300271,4678.11386283053,8163.32164074968,209.7195873792,4956.5327631736,1426.37854804846,2428.12196457477,4085.1419388609,250.42159095948398,4040.88798455055,403.567069406194,3560.0679627453796,17508.4630270455,2022.7452679962,227.701037464173,4871.28309928306,4633.70060474174,398.80937354796,3008.1900634219,258.089521232079
2005-08-01,2282.8763005482997,213.586000022938,8174.58751650452,1301.60464057916,16862.8631381384,3780.7255538534205,1009.0824223890302,706.761485990811,13.0,24716.5685456366,9548.02758522183,769.447301050923,2022.97677161936,6087.254815874539,3393.62502480125,1486.4348743961903,1139.53755876694,1468.3086659184,1847.15517554219,780.430177321417,2793.8359526142103,1871.02196647165,3673.70847603551,2935.61612115888,1159.46043341827,2505.62265770893,489.48117199677694,917.5329508725321,4138.6163687755,739.425306599712,3285.25478648885,1168.41645044996,5039.22149020076,8736.5455749417,247.193441899823,5008.06857469165,1504.4251605535,2660.88736746762,3877.6856220643604,187.756284541025,4650.679740888821,427.95515694008003,4116.365137363479,19008.807017606698,2330.82384470361,256.636205759697,5477.39282877698,4070.6137644108703,484.65352707911796,3039.42519237861,270.24822618384997
2005-09-01,2302.09625699296,253.051845961747,7980.427504431609,1141.3739452996,20694.7228575589,4082.35437826962,1041.2712697787401,760.16924847404,22.0,29845.3589022981,9359.53639150204,1174.65930414882,1908.13606462458,5999.151545666529,3158.46582293549,1603.1263605909198,1193.9157222167,1481.87381651104,1649.00183283566,836.3690828232069,2298.64226138259,1847.75756974772,3552.47627484923,2927.76995971953,1364.91115644825,2412.29596561787,422.994330671466,917.494324669421,4823.783313639799,644.145935887916,2688.0700472737303,1224.39557322749,6116.269447720821,8461.48345853973,270.4927529841,4694.98618285434,1657.1954903051999,2708.3775624785103,4073.4491902625896,292.101225475503,4670.7821433201,570.315568329643,3919.96144767622,18015.6287610655,2432.68507513217,284.58479379583696,4992.36198505354,4570.29875016783,524.870099760137,3106.2302163069603,275.540054236566
2005-10-01,2601.65213468017,221.648878469331,8272.58496756095,1504.1198718767098,15037.0916313117,3674.1649558212703,761.507321917543,703.747792434675,54.0,19911.2419260641,8894.390305127441,826.964409803512,1717.68849830531,5792.5503966325705,3612.98824030247,1413.97268971643,1071.98031026931,1399.61917541858,1603.8783068892599,677.763979186007,2421.62525014219,2020.0401435244,3347.13688011573,3158.2264917940697,1092.6403249947698,2524.71679244322,463.4653074978,1099.86548650986,3821.3744149748704,636.600888258356,2969.43485122141,1315.27724435593,3712.4225811688502,8170.282169135279,358.873790227501,4515.02163255315,1473.5694710282698,2708.8398303395898,3734.86253339445,173.68078384910498,4687.1485242116,437.974720388753,3881.5797345867104,17943.2332105485,2170.5600913736,237.83220027748,4863.13403621036,4249.41908176628,357.21569039107396,3007.19883094123,277.303340206389
2005-11-01,3080.72124012343,253.52924542252498,7464.53972049345,1408.56057665393,15969.5664074524,4243.40033734632,1113.88489426596,699.4260206632091,6.0,22908.9579584453,8978.33022744163,682.66251188176,1825.45024102375,6412.68906312736,3210.09945155638,1472.00013175072,1473.5201125684698,1591.37687278662,2307.25022847035,722.860452923618,2518.59477071924,1844.4350623977698,4240.91044925192,3677.677036691721,1219.14997536752,2724.6429311102497,422.52037008143895,769.152796124966,5005.75660059414,650.33473414678,2982.93630021334,1360.6903104905198,5489.490030671,8314.11902856862,311.075739636785,4763.84158324568,2226.7529235616103,2845.00568756343,4770.45699693989,208.376104549684,5123.04153370938,608.310399159357,4239.0708860389395,17378.4748838917,2510.87107796443,157.346701151896,5111.18405783065,5780.078946463101,440.690146177494,2879.20767074449,314.321288173274
2005-12-01,2314.06002098636,486.717183917419,7274.48506055765,2149.70215148502,13589.624514629399,3548.80775630769,1115.43098886249,649.97978540775,576.0,22447.8653829625,8460.49914474918,966.0377252311811,1673.87777461194,5892.40186599913,2820.3367975424894,927.3387499319299,1187.27924585803,1425.4287669166001,1731.13511885486,726.3662019860781,2479.7249003737697,1960.77497379133,3028.8643203128804,2104.1731140298803,1368.12539421702,2531.16423994417,448.775963308163,1007.83447126131,3839.24475373741,594.3508486053489,2559.2972940415198,1237.02385258184,4631.26580191045,8013.340139487879,793.547663045566,4042.35049584573,1431.00514566564,2484.43070015994,3396.5918755138,705.520884399725,4617.19418769826,618.777204901109,3708.4474214661204,17743.6686516827,2440.73617790379,226.649432776229,4409.66597758492,4797.97675686994,487.885077016544,2725.01914180384,237.23332987127898
2006-01-01,2468.46096409746,218.120794386259,7956.26130826782,1534.81267273512,14105.7228350805,3853.28994063504,791.190487202964,688.975998347961,618.0,22663.118174559502,9126.799790287121,507.298502610536,1881.0100648892899,5926.335039850799,3339.3076787928603,1325.48103620163,1240.21030083195,1467.15666798466,1673.22724983675,714.887142665303,2249.6003161154,1984.44884325107,3371.85068825378,2875.7525865144603,1239.35750988989,2461.1719133141,864.3194868188341,1160.94589223751,4066.60898705448,410.35673067115897,2710.78047918413,1270.58826448837,5240.35632448887,8720.69434890525,88.9792183110993,4084.80556401677,1519.4006522485902,2506.79902969482,4171.0501266621795,252.56728734313802,4608.90504556944,1141.54309403987,4188.60353245774,20191.176914781998,2245.4563153614104,261.582568326739,4827.55056640954,3881.04670244133,590.986386865986,2810.3635295879303,285.28376459578203
2006-02-01,2296.79891592706,449.004990235943,6374.2320914047905,1436.1964094414402,18476.5317738634,3920.9985114623796,1113.62312122992,614.7170793143699,123.0,22926.621409707597,8787.50328136149,864.2067938972631,1857.12398695297,6207.912053134521,3340.15964919351,1222.699947583,1382.53166356862,1248.43887206333,2057.02727284072,707.3964160716761,2409.1152422829396,2072.84677348094,3240.45191381078,3212.40771729481,1245.19432179373,2947.5701085301803,380.181577439236,1122.19595584731,3881.7301857402704,610.3848106448111,3175.8518990663397,1209.3093147375998,5634.9537976989,8621.21124518834,156.788986481661,4584.05804420438,1423.88607221957,2547.7437618262697,3561.09143919858,238.42838365577703,4614.3467757157505,997.69383273376,4162.1812881962,17496.1376005232,2152.28341458025,295.382061126321,4646.07029688935,4227.93566020788,526.633937794897,3106.5158428077802,318.910460673047
2006-03-01,2552.25456229449,290.80316309276697,6622.61675375251,1219.3581289652802,13863.6136436653,4029.61365121207,1026.4635220772802,567.730917966494,586.0,21941.7550172431,9463.7305422881,750.8842001275799,1551.40596186419,5409.3376533378005,2848.23563711956,1083.07422451607,1157.76061468578,1269.80235708187,2215.65496888088,692.829159235751,2159.83039411126,2192.14704331754,3171.34645516389,3126.96703735281,1177.09044850688,2839.55999961741,366.23163399069506,1011.1761732017699,5012.422375169529,653.3528507545681,2736.58687556673,1298.97321369246,5255.849376967009,9500.29348135571,235.27593681651797,4276.484955005561,1473.77566089488,2395.15664683682,4432.07316267489,261.735376988796,4875.55192261957,465.334283938715,4284.90280998481,19630.1203675006,2339.88442410171,338.56150490247103,4660.20930055437,3898.7300766168,490.37124721978205,2982.89589429681,257.449237046245
2006-04-01,2274.8135859284,216.123775900808,5767.10075989926,1127.1195105987802,13493.5039517971,3270.23939732772,766.8659827805791,556.245373553778,28.0,18431.1950725666,8383.78359730369,522.346803679498,1591.36220426466,5218.79320180242,2328.05020374059,808.203224014267,939.853429331449,1160.0975648652,1752.75294272635,666.547265511376,2719.5265558917604,2385.6100011586104,2679.75724901053,2252.11855790823,1094.08363066842,1775.65336057267,350.538090579264,625.11801821416,3153.6019155307,511.580066152486,2398.63330775942,979.8836940117,4249.98404575985,8765.810789660309,232.682599532901,3522.51478266515,1326.1892070117,2504.16204179851,3528.54783599039,162.189493943614,3662.5310508762605,416.983760503164,3057.28587375962,18049.3214148699,1940.11362383862,198.39975028520598,4012.19071620459,4280.654190369571,292.77810210134203,2301.0732032866604,252.346408113395
2006-05-01,2565.98516147791,273.855319243985,7161.2184177139,768.241784584968,13840.9443448116,3607.5830156223706,841.528317090745,705.596063992738,142.0,18742.9869795914,8922.5979228454,560.087200590412,1652.18362881158,5613.39412400453,2419.8655026889,1139.5995137894001,1126.5294183962199,1648.26004379349,1794.1522799754102,571.520058071703,2336.1522792167398,1465.89392402039,3064.6937586122804,2278.19813553147,1855.7467255289898,2707.85385341166,402.64709947468003,688.440206880673,3881.2766953380296,490.930339449104,2662.7745775429603,1189.04588716804,4679.77000891166,8832.149882375219,250.38117327856,3880.4162037646797,1549.09432692325,2665.2912638406196,3525.10184671382,190.828614293185,4436.68161436218,449.592222105429,3874.6374746558004,17801.8678284201,2189.44875622429,249.421645763041,4408.3702582368105,4124.74584342869,437.52074482887497,2609.88254636489,288.148296774386
2006-06-01,2977.2577794145195,245.262113930314,5116.80885179102,1006.6343356601,13687.7913069301,3542.72980443926,725.459102289774,511.593574535056,42.0,16609.0155684075,8463.26328569308,530.740678368237,1321.79472106197,4929.40377663213,2253.90981081516,1333.1575781661802,1492.85186743328,1529.13282682933,1853.0452349869,585.665983581015,2530.75076868916,1529.7508118810401,2636.06287022859,2499.00276044598,1306.51369100079,2089.98602323891,414.750088050412,806.516886991088,2691.03110202999,537.543414033491,2739.71312314955,970.119110771212,4194.814199378529,8262.02694407825,361.03125424613,3472.9654091282696,1467.7691654643202,2600.15340943026,3291.01573745461,183.644581075677,3922.33911345383,493.65177955871803,3769.8925255649,19003.2221892386,2339.26000667053,233.053449841694,3612.19680746984,4186.16521293948,365.60346752694,2303.81761942505,272.84438958533
2006-07-01,2485.39273648369,176.677961615772,4708.38403622403,1012.7469518340599,10680.5456416306,2894.3478834499,702.122566518598,568.424780636984,9.0,16005.027470718502,7642.414342607809,633.56070002251,1429.98567037431,5102.82621665604,2062.1730925491697,1040.0173554279,1099.66871695421,1162.31771450279,1744.01232545686,538.7171521758451,1507.46485111633,1384.74013200595,2472.5752260318104,2258.3683114444398,1371.70625780092,2229.26384653826,367.784602242801,657.804857421869,2691.86009663397,411.363318528157,2639.78953255767,948.984953773346,4023.31997581336,7377.14360745363,211.517719506168,3109.7606101359397,1271.11994266222,1846.41275361173,3005.8509085749797,136.15171949657,3846.3305563177705,377.90275091816903,3273.27553339779,16303.6192139054,2012.97399989577,240.13745560696702,3169.8556592385303,4521.32631859619,364.67155890913904,2042.6223567292102,224.400475776456
2006-08-01,3135.6341042022304,320.625891693052,4525.88397907488,1043.82766937662,11494.997099594299,3160.57904269143,697.659709797404,608.909665154841,26.0,15278.871503291599,8530.80663588318,581.504346068578,1345.2812118738,4765.88874065112,2116.80293129762,1003.6541325308699,861.2545076507091,1347.11809901585,2050.73219378576,601.060287497028,2134.21315371271,1502.10877166587,2426.32047457596,2102.36560204937,1182.2194449117098,2658.82168987425,351.05286624024103,785.666990266904,2634.2266900223103,457.848090352041,2302.8006070707897,911.5331311325799,6166.11966545449,8099.41606880734,279.908167711538,3294.5020649924104,1261.1248264905198,1981.38905829702,3125.3669032918797,180.84574635666098,4026.3122666358504,409.962579851621,4051.26568174252,16369.8683906409,2364.70435686313,294.769684389313,3454.6283505898305,3913.09352198242,379.039505400443,2335.6380252152803,251.214267789264
